题目1: 77.0×7.0=
题目3453: 14.0×61.0=
题目3454: 57.0+29.0=
题目3455: 45.0÷92.0+80.0=
题目3456: 14.0+6.0+28.0=
题目3457: 85.0+57.0=
题目3458: 21.0÷49.0÷92.0=
题目3459: 55.0÷27.0=
题目3460: 69.0-34.0=
题目3461: 64.0÷76.0÷24.0=
题目3462: 42.0÷27.0÷55.0=
题目3463: 88.0×51.0=
题目3464: 82.0+21.0=
题目3465: 26.0×67.0+84.0=
题目3466: 37.0+24.0+95.0=
题目3467: 51.0-27.0=
题目3468: 85.0+57.0÷46.0=
题目3469: 87.0+62.0÷75.0-87.0=
题目3470: 65.0÷98.0÷21.0=
题目3471: 97.0-94.0=
题目3472: 71.0÷28.0=
题目3473: 58.0×63.0×9.0=
题目3474: 96.0-2.0=
题目3475: 10.0÷46.0+98.0=
题目3476: 59.0÷93.0=
题目3477: 32.0÷62.0÷60.0=
题目3478: 77.0×35.0+93.0=
题目3479: (49.0-9.0)×8.0=
题目3480: 71.0+4.0+13.0=
题目3481: 24.0+65.0-63.0=
题目3482: 2.0-41.0+59.0=
题目3483: 17.0+27.0×3.0=
题目3484: 61.0+49.0=
题目3485: 54.0+23.0=
题目3486: 75.0-32.0=
题目3487: 46.0+64.0=
题目3488: 57.0-10.0=
题目3489: 82.0-35.0=
题目3490: 62.0×89.0÷64.0=
题目3491: 57.0×12.0+79.0=
题目3492: 21.0÷85.0÷59.0=
题目3493: 73.0+20.0×53.0=
题目3494: 15.0÷99.0=
题目3495: 78.0+62.0+100.0=
题目3496: 92.0÷94.0=
题目3497: 24.0+38.0=
题目3498: 44.0×75.0÷51.0=
题目3499: 22.0÷80.0+45.0=
题目3500: 82.0+29.0-49.0+9.0=
题目3501: 49.0+95.0=
题目3502: 13.0+97.0+95.0=
题目3503: 46.0×69.0=
题目3504: 100.0÷74.0=
题目3505: 85.0÷50.0=
题目3506: 71.0-41.0=
题目3507: 7.0+16.0-8.0+20.0=
题目3508: 62.0-4.0=
题目3509: 91.0×90.0+40.0=
题目3510: 33.0×39.0÷50.0=
题目3511: 25.0+31.0÷20.0=
题目3512: 49.0+13.0×69.0=
题目3513: 24.0×92.0=
题目3514: 5.0÷49.0=
题目3515: 53.0×52.0=
题目3516: 12.0×95.0+20.0=
题目3517: 74.0×30.0=
题目3518: 14.0+34.0+67.0+47.0=
题目3519: 79.0÷74.0=
题目3520: 70.0+33.0÷97.0+85.0=
题目3521: 94.0÷75.0=
题目3522: 75.0+34.0=
题目3523: 59.0-37.0=
题目3524: (12.0-1.0)×39.0=
题目3525: 11.0+10.0=
题目3526: 5.0÷51.0=
题目3527: 38.0×60.0+54.0=
题目3528: (95.0-16.0)÷25.0=
题目3529: 52.0+20.0=
题目3530: 95.0×36.0=
题目3531: 27.0+54.0×48.0=
题目3532: 52.0÷92.0÷29.0=
题目3533: 22.0+18.0=
题目3534: 54.0+52.0=
题目3535: 58.0÷92.0=
题目3536: 24.0×71.0=
题目3537: 34.0×35.0=
题目3538: 40.0÷89.0=
题目3539: 19.0×70.0÷19.0=
题目3540: 19.0÷20.0=
题目3541: 66.0÷21.0=
题目3542: 52.0÷91.0÷86.0=
题目3543: 56.0+20.0=
题目3544: 73.0×85.0+75.0=
题目3545: 37.0÷85.0=
题目3546: 94.0+44.0-7.0=
题目3547: 20.0-10.0=
题目3548: 36.0×3.0+93.0=
题目3549: 57.0+28.0=
题目3550: 83.0-10.0=
题目3551: 51.0-79.0+84.0=
题目3552: 56.0+77.0=
题目3553: 35.0÷4.0÷10.0=
题目3554: 97.0÷38.0=
题目3555: 26.0+73.0=
题目3556: 66.0+4.0×8.0=
题目3557: 48.0×12.0=
题目3558: 26.0+83.0÷44.0-25.0=
题目3559: 86.0÷97.0=
题目3560: 50.0÷40.0=
题目3561: 19.0×75.0+27.0=
题目3562: 37.0×20.0=
题目3563: 34.0+72.0-55.0=
题目3564: 40.0-2.0=
题目3565: 77.0+85.0=
题目3566: 74.0-13.0=
题目3567: 26.0÷43.0=
题目3568: 46.0-3.0=
题目3569: 7.0×51.0+4.0=
题目3570: 68.0×78.0+22.0=
题目3571: 63.0×51.0=
题目3572: 46.0-3.0=
题目3573: 95.0-19.0=
题目3574: 2.0×4.0+27.0=
题目3575: 36.0×4.0+77.0=
题目3576: 54.0-11.0+9.0=
题目3577: 9.0÷27.0=
题目3578: 76.0-71.0=
题目3579: 42.0÷71.0×93.0=
题目3580: 50.0-12.0=
题目3581: 22.0÷52.0+69.0=
题目3582: 2.0×27.0+47.0=
题目3583: 26.0÷23.0÷82.0=
题目3584: 7.0×85.0=
题目3585: 35.0-32.0=
题目3586: 74.0÷18.0+65.0=
题目3587: 72.0+43.0-46.0=
题目3588: 42.0+83.0+89.0=
题目3589: 45.0-16.0+58.0=
题目3590: 48.0÷81.0=
题目3591: 39.0×65.0=
题目3592: 37.0+38.0=
题目3593: 62.0-8.0-5.0=
题目3594: 6.0+47.0=
题目3595: 24.0÷98.0=
题目3596: 67.0-4.0=
题目3597: 74.0×63.0+15.0=
题目3598: 71.0+73.0×31.0+92.0=
题目3599: 28.0÷41.0=
题目3600: 33.0+53.0=
题目3601: 2.0×44.0+14.0=
题目3602: 36.0+49.0÷66.0=
题目3603: 92.0+84.0÷55.0+5.0=
题目3604: 84.0×23.0+63.0=
题目3605: 67.0-25.0-36.0=
题目3606: 81.0÷27.0+67.0=
题目3607: 65.0-3.0=
题目3608: 72.0÷71.0=
题目3609: 15.0×93.0×28.0=
题目3610: 12.0÷100.0÷94.0=
题目3611: 76.0÷23.0=
题目3612: (76.0-2.0)÷30.0=
题目3613: 44.0+73.0=
题目3614: 72.0+68.0×98.0=
题目3615: 41.0+1.0=
题目3616: 19.0+83.0=
题目3617: 85.0+33.0+61.0=
题目3618: 82.0-81.0=
题目3619: 11.0×71.0=
题目3620: 31.0÷33.0=
题目3621: 73.0-29.0+14.0=
题目3622: 87.0×53.0+53.0=
题目3623: 44.0+88.0-37.0+48.0=
题目3624: 39.0-15.0=
题目3625: 56.0+55.0=
题目3626: 73.0×37.0=
题目3627: 76.0×67.0=
题目3628: 66.0÷67.0÷82.0=
题目3629: 100.0+91.0=
题目3630: 90.0÷88.0=
题目3631: 19.0+12.0=
题目3632: 4.0+86.0-17.0=
题目3633: 70.0+69.0=
题目3634: 43.0÷45.0=
题目3635: 99.0-43.0=
题目3636: 12.0÷1.0=
题目3637: (10.0-3.0)÷40.0=
题目3638: 93.0×99.0+46.0=
题目3639: 88.0+54.0-63.0+31.0=
题目3640: 80.0+30.0+14.0=
题目3641: 63.0×88.0+79.0=
题目3642: 55.0÷54.0=
题目3643: 77.0-9.0=
题目3644: 59.0-99.0+42.0=
题目3645: 79.0÷8.0=
题目3646: 70.0+29.0=
题目3647: 74.0+91.0=
题目3648: 46.0×16.0=
题目3649: 27.0×47.0×28.0=
题目3650: 71.0-43.0=
题目3651: 67.0+50.0=
题目3652: 56.0÷23.0÷73.0=
题目3653: 65.0-19.0+6.0=
题目3654: 83.0+65.0×36.0=
题目3655: 90.0×34.0=
题目3656: 11.0×92.0=
题目3657: 7.0÷6.0×53.0=
题目3658: (69.0-49.0)×83.0=
题目3659: 13.0-2.0=
题目3660: 7.0×15.0=
题目3661: 44.0×17.0=
题目3662: 1.0×90.0÷43.0=
题目3663: 81.0-58.0=
题目3664: 90.0×80.0=
题目3665: 77.0÷93.0÷33.0=
题目3666: 11.0×80.0=
题目3667: 76.0+24.0+3.0=
题目3668: 40.0×80.0=
题目3669: 52.0+61.0-81.0=
题目3670: 64.0-26.0=
题目3671: (30.0-9.0)×86.0=
题目3672: 97.0×80.0=
题目3673: 96.0÷38.0=
题目3674: 44.0-23.0-3.0=
题目3675: 28.0+57.0×84.0=
题目3676: 20.0×18.0+41.0=
题目3677: 66.0+75.0=
题目3678: 34.0+46.0=
题目3679: 31.0÷20.0=
题目3680: 94.0+51.0=
题目3681: 94.0+59.0÷34.0=
题目3682: 4.0+36.0÷4.0=
题目3683: 5.0÷73.0=
题目3684: 99.0×6.0=
题目3685: 96.0+84.0=
题目3686: 47.0×16.0+86.0=
题目3687: 17.0+51.0=
题目3688: 6.0+35.0=
题目3689: 88.0-58.0+11.0=
题目3690: 18.0+32.0-24.0+39.0=
题目3691: 53.0+55.0×32.0=
题目3692: 39.0×36.0+59.0=
题目3693: 60.0-23.0=
题目3694: 85.0×35.0=
题目3695: 85.0+76.0-51.0+7.0=
题目3696: 10.0+95.0×17.0=
题目3697: 51.0-42.0=
题目3698: (52.0-25.0)×28.0=
题目3699: 77.0+52.0÷72.0×17.0=
题目3700: 94.0+77.0=
题目3701: 25.0÷21.0=
题目3702: 46.0÷97.0÷5.0=
题目3703: 4.0+95.0+22.0+1.0=
题目3704: 26.0÷28.0÷17.0=
题目3705: 22.0×21.0=
题目3706: 89.0-12.0-4.0=
题目3707: 19.0-9.0=
题目3708: 51.0+16.0×48.0=
题目3709: 48.0×72.0=
题目3710: 99.0×90.0+32.0=
题目3711: 66.0-66.0=
题目3712: 65.0+22.0=
题目3713: 71.0×49.0×12.0=
题目3714: 6.0×58.0=
题目3715: 46.0+83.0=
题目3716: 69.0+96.0-24.0=
题目3717: 47.0+76.0+29.0+82.0=
题目3718: 51.0-12.0=
题目3719: 92.0+23.0÷12.0=
题目3720: 77.0×81.0=
题目3721: 2.0+33.0÷55.0=
题目3722: 82.0÷81.0=
题目3723: 56.0×76.0+60.0=
题目3724: 36.0+71.0=
题目3725: 42.0+79.0+39.0=
题目3726: (96.0-90.0)×40.0=
题目3727: 15.0-27.0+98.0=
题目3728: 91.0-31.0=
题目3729: 4.0×30.0=
题目3730: 15.0+96.0-59.0=
题目3731: 38.0+14.0=
题目3732: 96.0×17.0=
题目3733: 98.0×61.0+44.0=
题目3734: 1.0+97.0+12.0=
题目3735: 17.0+76.0-52.0=
题目3736: 25.0+12.0=
题目3737: 67.0+90.0=
题目3738: 87.0-27.0=
题目3739: 64.0+8.0=
题目3740: 84.0+73.0=
题目3741: 91.0-21.0=
题目3742: 85.0÷42.0=
题目3743: 86.0-56.0=
题目3744: 74.0×59.0×29.0=
题目3745: 41.0×44.0+17.0=
题目3746: 59.0÷60.0=
题目3747: 46.0+39.0-5.0=
题目3748: 83.0-73.0=
题目3749: 64.0÷69.0÷62.0=
题目3750: 36.0÷5.0=
题目3751: 50.0+65.0+100.0=
题目3752: 55.0÷20.0=
题目3753: (48.0-10.0)×24.0=
题目3754: 78.0÷13.0÷16.0=
题目3755: 85.0×35.0=
题目3756: 88.0×56.0=
题目3757: 20.0÷51.0+70.0=
题目3758: (80.0-6.0)÷65.0=
题目3759: 93.0-38.0=
题目3760: 61.0+84.0×62.0=
题目3761: 73.0÷91.0÷39.0=
题目3762: 94.0÷71.0×35.0=
题目3763: 51.0×24.0+64.0=
题目3764: 51.0+19.0=
题目3765: 53.0÷97.0=
题目3766: 96.0×55.0=
题目3767: 77.0-32.0=
题目3768: (59.0-37.0)×86.0=
题目3769: 81.0+96.0÷76.0=
题目3770: 31.0÷94.0=
题目3771: 3.0+94.0-2.0=
题目3772: 89.0×51.0=
题目3773: 99.0÷18.0=
题目3774: (90.0-6.0)÷79.0=
题目3775: 57.0-22.0=
题目3776: 92.0×15.0+44.0=
题目3777: 27.0÷64.0+98.0=
题目3778: 26.0×33.0=
题目3779: 98.0+63.0-32.0=
题目3780: 15.0×41.0+85.0=
题目3781: 53.0×43.0=
题目3782: 79.0×71.0÷29.0=
题目3783: 74.0÷20.0×39.0=
题目3784: 54.0×4.0=
题目3785: 70.0÷94.0÷81.0=
题目3786: 83.0×15.0+93.0=
题目3787: 87.0+66.0÷73.0×53.0=
题目3788: (96.0-37.0)×95.0=
题目3789: (92.0-20.0)×96.0=
题目3790: 3.0+65.0÷62.0=
题目3791: 10.0×47.0=
题目3792: (84.0-71.0)÷84.0=
题目3793: 59.0-8.0=
题目3794: 96.0+59.0+29.0+94.0=
题目3795: 65.0×83.0+44.0=
题目3796: 98.0+39.0+43.0=
题目3797: 35.0-8.0=
题目3798: 3.0+27.0=
题目3799: 41.0÷63.0=
题目3800: 73.0×75.0=
题目3801: 37.0×37.0=
题目3802: 59.0×69.0+25.0=
题目3803: 49.0×36.0=
题目3804: (90.0-43.0)×98.0=
题目3805: 48.0+97.0=
题目3806: 47.0×45.0+66.0=
题目3807: 16.0×58.0÷70.0=
题目3808: (89.0-18.0)×10.0=
题目3809: 98.0-19.0=
题目3810: 85.0÷41.0=
题目3811: 88.0+88.0÷92.0=
题目3812: 98.0×82.0=
题目3813: (17.0-8.0)×35.0=
题目3814: 48.0+93.0=
题目3815: 48.0-31.0=
题目3816: 81.0×88.0=
题目3817: 75.0×64.0÷35.0=
题目3818: 40.0+75.0×54.0=
题目3819: 91.0×69.0=
题目3820: 21.0÷30.0=
题目3821: 49.0-10.0=
题目3822: 97.0+70.0+12.0=
题目3823: (79.0-49.0)÷26.0=
题目3824: 32.0÷78.0÷2.0=
题目3825: 93.0+24.0×66.0=
题目3826: 74.0+5.0=
题目3827: 55.0÷95.0÷60.0=
题目3828: (70.0-1.0)÷32.0=
题目3829: 52.0+11.0=
题目3830: 58.0-57.0=
题目3831: 13.0+80.0+79.0=
题目3832: 21.0×75.0×38.0=
题目3833: 16.0×80.0=
题目3834: 100.0-90.0=
题目3835: 66.0×95.0+83.0=
题目3836: 26.0+26.0+36.0=
题目3837: 90.0÷41.0=
题目3838: 58.0+85.0÷10.0-8.0=
题目3839: 83.0-21.0=
题目3840: 67.0×63.0=
题目3841: 35.0+71.0+50.0=
题目3842: 71.0×74.0=
题目3843: 12.0×23.0+87.0=
题目3844: 6.0×59.0=
题目3845: 21.0+51.0+86.0=
题目3846: 62.0+27.0+26.0=
题目3847: 64.0+97.0-14.0=
题目3848: 78.0÷47.0=
题目3849: 48.0+97.0=
题目3850: 24.0÷45.0=
题目3851: 72.0-62.0=
题目3852: (71.0-64.0)×95.0=
题目3853: 99.0÷71.0×22.0=
题目3854: 52.0×71.0=
题目3855: 43.0×63.0+15.0=
题目3856: 87.0-50.0=
题目3857: 3.0÷65.0=
题目3858: 16.0÷65.0=
题目3859: 48.0+34.0-24.0=
题目3860: 69.0+95.0+57.0+24.0=
题目3861: 75.0+26.0=
题目3862: 76.0-19.0=
题目3863: 37.0+10.0×9.0=
题目3864: 19.0+32.0=
题目3865: 13.0+6.0-14.0+59.0=
题目3866: 99.0+23.0=
题目3867: 97.0-89.0+15.0=
题目3868: 50.0-32.0=
题目3869: 77.0-30.0=
题目3870: 35.0×32.0×89.0=
题目3871: 8.0÷64.0÷52.0=
题目3872: (95.0-42.0)÷74.0=
题目3873: 48.0÷23.0+45.0=
题目3874: 50.0-11.0+12.0=
题目3875: 71.0÷54.0=
题目3876: 27.0+46.0+12.0=
题目3877: 40.0+17.0-27.0+2.0=
题目3878: 19.0-60.0+85.0=
题目3879: 26.0÷10.0+5.0=
题目3880: 31.0÷19.0+6.0=
题目3881: 69.0+44.0-57.0=
题目3882: 90.0+26.0=
题目3883: 31.0×74.0=
题目3884: 19.0+27.0÷6.0=
题目3885: 45.0-45.0=
题目3886: 60.0+16.0×7.0=
题目3887: 90.0-56.0+48.0=
题目3888: 62.0+52.0÷30.0-55.0=
题目3889: (98.0-85.0)÷10.0=
题目3890: 39.0×91.0+52.0=
题目3891: 7.0÷35.0=
题目3892: 82.0+13.0=
题目3893: 67.0÷6.0×34.0=
题目3894: 84.0-10.0=
题目3895: 67.0+86.0=
题目3896: 24.0+80.0÷96.0×6.0=
题目3897: (96.0-35.0)×60.0=
题目3898: 78.0×46.0=
题目3899: 62.0×44.0=
题目3900: 50.0-64.0+86.0=
题目3901: 35.0×16.0=
题目3902: 23.0÷78.0=
题目3903: (30.0-12.0)÷33.0=
题目3904: 83.0-66.0+10.0=
题目3905: 34.0+69.0×63.0=
题目3906: 8.0+2.0=
题目3907: 38.0-20.0=
题目3908: 30.0÷68.0=
题目3909: 52.0÷90.0=
题目3910: 23.0÷34.0=
题目3911: 37.0-36.0=
题目3912: 74.0-60.0=
题目3913: 94.0×90.0=
题目3914: 57.0+43.0=
题目3915: 94.0×33.0÷44.0=
题目3916: 91.0+54.0=
题目3917: 85.0÷90.0=
题目3918: 24.0×8.0=
题目3919: 60.0-17.0=
题目3920: 98.0-4.0=
题目3921: 9.0×20.0=
题目3922: 99.0+5.0=
题目3923: 69.0×85.0=
题目3924: 27.0+95.0+57.0=
题目3925: 98.0+52.0=
题目3926: 73.0-44.0=
题目3927: 7.0×93.0=
题目3928: 89.0+20.0-81.0=
题目3929: 59.0+98.0=
题目3930: 90.0×72.0+42.0=
题目3931: (54.0-53.0)×94.0=
题目3932: 40.0×94.0=
题目3933: 48.0+93.0-95.0=
题目3934: 2.0+63.0=
题目3935: 74.0÷23.0=
题目3936: 33.0+50.0=
题目3937: 1.0+44.0+44.0=
题目3938: 74.0×50.0=
题目3939: 74.0×89.0÷12.0=
题目3940: 97.0÷49.0×19.0=
题目3941: 86.0÷77.0×48.0=
题目3942: 68.0÷77.0÷14.0=
题目3943: 55.0-46.0=
题目3944: 68.0+31.0=
题目3945: 65.0×67.0×33.0=
题目3946: 26.0÷84.0=
题目3947: 21.0÷14.0×36.0=
题目3948: 21.0+64.0×15.0=
题目3949: 56.0×14.0+20.0=
题目3950: (82.0-58.0)÷45.0=
题目3951: 32.0÷77.0=
题目3952: 67.0+40.0=
题目3953: 63.0+75.0=
题目3954: 85.0×26.0=
题目3955: (82.0-45.0)×12.0=
题目3956: 99.0+54.0-30.0=
题目3957: 36.0-21.0=
题目3958: 58.0-44.0=
题目3959: 10.0+98.0÷25.0×83.0=
题目3960: 56.0÷43.0+35.0=
题目3961: 87.0×28.0=
题目3962: (80.0-69.0)×85.0=
题目3963: 61.0+10.0÷23.0×34.0=
题目3964: 100.0+54.0+74.0=
题目3965: 42.0-24.0=
题目3966: 96.0÷71.0=
题目3967: 62.0÷6.0=
题目3968: 59.0-3.0=
题目3969: 42.0+5.0÷48.0=
题目3970: 3.0+81.0×56.0=
题目3971: 62.0÷9.0=
题目3972: 96.0+33.0÷92.0+75.0=
题目3973: 15.0×62.0=
题目3974: 53.0+20.0=
题目3975: 10.0-3.0+75.0=
题目3976: 59.0÷76.0=
题目3977: 44.0-42.0+47.0=
题目3978: 90.0-29.0+38.0=
题目3979: 66.0-40.0=
题目3980: (89.0-62.0)÷19.0=
题目3981: 41.0×77.0+61.0=
题目3982: 61.0+68.0÷35.0=
题目3983: 18.0×9.0×11.0=
题目3984: 80.0÷2.0=
题目3985: 75.0-36.0=
题目3986: 50.0×23.0=
题目3987: 50.0+86.0=
题目3988: 29.0×24.0+76.0=
题目3989: 90.0+92.0=
题目3990: 86.0÷68.0=
题目3991: 37.0+74.0=
题目3992: 13.0÷81.0=
题目3993: 15.0+60.0+61.0=
题目3994: 6.0×100.0×21.0=
题目3995: 49.0÷66.0=
题目3996: 98.0×12.0÷10.0=
题目3997: 89.0+27.0=
题目3998: 58.0+90.0=
题目3999: 91.0+93.0-95.0=
题目4000: 41.0×95.0÷97.0=
题目4001: 36.0×35.0=
题目4002: 87.0×72.0=
题目4003: 45.0+62.0-67.0=
题目4004: 67.0×43.0+98.0=
题目4005: 67.0+41.0÷41.0=
题目4006: 65.0-51.0=
题目4007: 83.0÷91.0=
题目4008: 12.0+8.0×100.0=
题目4009: 81.0×96.0+19.0=
题目4010: 13.0+15.0=
题目4011: 54.0+99.0=
题目4012: 56.0÷33.0×99.0=
题目4013: 34.0×68.0=
题目4014: 16.0×77.0÷44.0=
题目4015: 74.0+57.0=
题目4016: 100.0+63.0=
题目4017: 58.0-15.0=
题目4018: 90.0÷31.0×13.0=
题目4019: 39.0×12.0+21.0=
题目4020: 29.0×29.0÷48.0=
题目4021: 62.0+25.0+59.0+54.0=
题目4022: 60.0+70.0=
题目4023: 40.0-9.0=
题目4024: 86.0+45.0=
题目4025: 98.0-72.0=
题目4026: 76.0+71.0÷40.0+57.0=
题目4027: 50.0×82.0=
题目4028: 43.0×9.0=
题目4029: 31.0×94.0=
题目4030: 87.0÷53.0=
题目4031: 94.0+10.0÷57.0=
题目4032: 76.0÷66.0=
题目4033: 82.0+47.0=
题目4034: (72.0-64.0)×72.0=
题目4035: 94.0-50.0=
题目4036: 54.0-18.0=
题目4037: 86.0-52.0=
题目4038: 62.0×1.0=
题目4039: 49.0-16.0=
题目4040: 58.0÷9.0=
题目4041: 52.0-51.0=
题目4042: 21.0×47.0=
题目4043: 33.0÷81.0×42.0=
题目4044: (44.0-1.0)×50.0=
题目4045: 49.0+59.0+58.0=
题目4046: (82.0-77.0)×13.0=
题目4047: 94.0÷92.0=
题目4048: 68.0-16.0=
题目4049: 58.0÷9.0×85.0=
题目4050: 98.0×70.0=
题目4051: 91.0-9.0=
题目4052: 36.0×51.0+5.0=
题目4053: 88.0+8.0-13.0+100.0=
题目4054: 97.0÷78.0=
题目4055: 6.0×47.0+96.0=
题目4056: 55.0+45.0÷2.0=
题目4057: 15.0+46.0-37.0+7.0=
题目4058: 38.0+25.0=
题目4059: 48.0×70.0=
题目4060: 48.0+86.0×61.0=
题目4061: 5.0×90.0=
题目4062: 77.0+72.0+8.0=
题目4063: 78.0-13.0=
题目4064: 13.0×95.0=
题目4065: 74.0-61.0+32.0=
题目4066: 96.0×56.0×45.0=
题目4067: 24.0+77.0÷98.0=
题目4068: 92.0+31.0=
题目4069: 76.0-36.0=
题目4070: 65.0-23.0=
题目4071: 70.0+40.0=
题目4072: 4.0+43.0+84.0=
题目4073: 53.0÷80.0÷55.0=
题目4074: 100.0×26.0=
题目4075: 49.0+22.0=
题目4076: 17.0÷45.0÷29.0=
题目4077: (60.0-47.0)×24.0=
题目4078: 4.0÷40.0+98.0=
题目4079: 69.0×22.0÷88.0=
题目4080: 61.0+32.0=
题目4081: 74.0×68.0=
题目4082: 67.0÷93.0=
题目4083: 51.0÷76.0=
题目4084: (55.0-37.0)×31.0=
题目4085: 100.0-49.0=
题目4086: 70.0-70.0+92.0=
题目4087: 80.0+52.0-74.0=
题目4088: 96.0-12.0=
题目4089: 27.0+75.0÷73.0=
题目4090: 77.0×70.0=
题目4091: 73.0×23.0=
题目4092: 10.0×9.0÷63.0=
题目4093: 38.0÷37.0+98.0=
题目4094: 79.0÷94.0=
题目4095: 55.0-40.0+54.0=
题目4096: 67.0÷80.0=
题目4097: 94.0-11.0=
题目4098: (81.0-81.0)×2.0=
题目4099: 66.0÷53.0=
题目4100: 23.0×73.0=
题目4101: 66.0+33.0=
题目4102: 14.0+46.0-52.0=
题目4103: 77.0+98.0=
题目4104: 14.0×97.0÷14.0=
题目4105: 42.0×1.0=
题目4106: (55.0-2.0)×35.0=
题目4107: 63.0+56.0×57.0=
题目4108: (36.0-13.0)÷81.0=
题目4109: 24.0÷28.0×61.0=
题目4110: 87.0+87.0×9.0=
题目4111: 23.0+48.0×44.0=
题目4112: 23.0+91.0=
题目4113: 45.0-7.0=
题目4114: 6.0÷49.0=
题目4115: 45.0×24.0=
题目4116: 97.0×89.0÷8.0=
题目4117: 9.0+14.0÷69.0×17.0=
题目4118: 92.0÷45.0=
题目4119: 97.0×6.0=
题目4120: 72.0×4.0×31.0=
题目4121: 95.0+42.0=
题目4122: 3.0×4.0=
题目4123: 63.0+61.0=
题目4124: (89.0-82.0)÷71.0=
题目4125: 89.0+44.0-27.0=
题目4126: 76.0+50.0=
题目4127: 84.0×79.0=
题目4128: 24.0×12.0=
题目4129: 77.0-74.0=
题目4130: 10.0+64.0+33.0=
题目4131: 96.0-13.0=
题目4132: 35.0-22.0=
题目4133: 6.0÷40.0=
题目4134: 23.0÷94.0+23.0=
题目4135: 74.0÷47.0=
题目4136: 93.0-64.0=
题目4137: 26.0÷72.0=
题目4138: 75.0÷38.0=
题目4139: 70.0÷79.0=
题目4140: 36.0÷82.0×27.0=
题目4141: 25.0+10.0×82.0=
题目4142: 16.0+81.0÷12.0×88.0=
题目4143: 51.0+64.0-10.0=
题目4144: (74.0-3.0)×62.0=
题目4145: (64.0-25.0)×57.0=
题目4146: 10.0×99.0=
题目4147: 51.0+28.0×52.0=
题目4148: 13.0÷66.0÷25.0=
题目4149: 91.0+77.0=
题目4150: 61.0÷6.0=
题目4151: 70.0×21.0=
题目4152: 54.0+21.0-9.0=
题目4153: 28.0×60.0=
题目4154: 81.0-75.0=
题目4155: 76.0+69.0=
题目4156: 66.0÷83.0=
题目4157: 27.0×76.0+93.0=
题目4158: 16.0÷30.0÷7.0=
题目4159: 12.0×26.0+75.0=
题目4160: 76.0-61.0=
题目4161: 22.0÷3.0÷64.0=
题目4162: 91.0-27.0=
题目4163: 86.0÷83.0÷99.0=
题目4164: 38.0+36.0=
题目4165: 31.0×83.0+60.0=
题目4166: 86.0+39.0=
题目4167: 79.0+40.0+65.0=
题目4168: 59.0÷82.0=
题目4169: 60.0-19.0+6.0=
题目4170: 2.0+34.0=
题目4171: 59.0+42.0=
题目4172: 32.0+6.0÷77.0=
题目4173: 46.0+95.0=
题目4174: 26.0×6.0+21.0=
题目4175: 12.0÷67.0=
题目4176: 33.0-97.0+79.0=
题目4177: 64.0×11.0+83.0=
题目4178: 9.0+71.0-58.0+72.0=
题目4179: 76.0+51.0×36.0=
题目4180: 10.0÷35.0÷91.0=
题目4181: 40.0÷74.0=
题目4182: 86.0÷45.0÷2.0=
题目4183: 96.0×84.0=
题目4184: (55.0-10.0)÷43.0=
题目4185: 80.0×56.0×42.0=
题目4186: 92.0+24.0=
题目4187: 97.0+70.0×2.0=
题目4188: 33.0+7.0÷21.0=
题目4189: 96.0×63.0+27.0=
题目4190: 42.0+89.0-9.0=
题目4191: 93.0÷91.0=
题目4192: 4.0×51.0=
题目4193: 29.0+77.0=
题目4194: 27.0-6.0=
题目4195: 22.0÷97.0+3.0=
题目4196: 46.0×42.0×59.0=
题目4197: 72.0+64.0÷3.0=
题目4198: 18.0÷96.0=
题目4199: 2.0×81.0=
题目4200: 97.0÷100.0=
题目4201: 92.0×97.0=
题目4202: 61.0÷55.0+44.0=
题目4203: 69.0÷74.0÷51.0=
题目4204: (63.0-13.0)×3.0=
题目4205: 77.0-11.0=
题目4206: 69.0+49.0×8.0=
题目4207: 79.0-43.0=
题目4208: 54.0+39.0×23.0=
题目4209: 73.0+80.0=
题目4210: 95.0+57.0×77.0=
题目4211: 71.0+53.0-64.0=
题目4212: 75.0÷67.0÷12.0=
题目4213: 40.0×22.0=
题目4214: 39.0×42.0=
题目4215: 85.0+47.0÷11.0=
题目4216: (85.0-56.0)×10.0=
题目4217: 46.0×45.0=
题目4218: 21.0÷95.0=
题目4219: 97.0+39.0÷7.0=
题目4220: 39.0+19.0=
题目4221: 92.0÷12.0=
题目4222: 94.0-61.0=
题目4223: 73.0÷54.0=
题目4224: 56.0×47.0=
题目4225: 41.0+89.0+7.0=
题目4226: 36.0÷9.0=
题目4227: 90.0÷19.0÷37.0=
题目4228: 35.0+65.0×21.0=
题目4229: 96.0-9.0+61.0=
题目4230: 51.0÷4.0=
题目4231: 92.0÷100.0=
题目4232: (89.0-75.0)×37.0=
题目4233: 30.0÷10.0+65.0=
题目4234: (76.0-47.0)÷59.0=
题目4235: 4.0+60.0=
题目4236: 87.0÷16.0=
题目4237: 88.0+96.0×79.0+93.0=
题目4238: 62.0÷71.0=
题目4239: 61.0÷83.0=
题目4240: 49.0×55.0+36.0=
题目4241: 35.0+47.0+62.0=
题目4242: 63.0+56.0=
题目4243: 88.0÷83.0×100.0=
题目4244: 4.0÷37.0÷41.0=
题目4245: 28.0×26.0+24.0=
题目4246: 98.0×50.0+56.0=
题目4247: 15.0÷88.0+54.0=
题目4248: 80.0+2.0=
题目4249: 29.0+87.0÷16.0=
题目4250: 94.0+68.0÷25.0+75.0=
